ProductKey;ProductSubcategoryKey;ProductSKU;ProductName;ModelName;ProductDescription;ProductColor;ProductSize;ProductStyle;ProductCost;ProductPrice
402;16;FR-T67U-50;LL Touring Frame - Blue, 50;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;50;U;199,8519;333,42
403;16;FR-T67U-54;LL Touring Frame - Blue, 54;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;54;U;199,8519;333,42
404;16;FR-T67U-58;LL Touring Frame - Blue, 58;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;58;U;199,8519;333,42
405;16;FR-T67U-62;LL Touring Frame - Blue, 62;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;62;U;199,8519;333,42
406;16;FR-T67Y-44;LL Touring Frame - Yellow, 44;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;44;U;199,8519;333,42
407;16;FR-T67Y-50;LL Touring Frame - Yellow, 50;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;50;U;199,8519;333,42
408;16;FR-T67Y-54;LL Touring Frame - Yellow, 54;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;54;U;199,8519;333,42
409;16;FR-T67Y-58;LL Touring Frame - Yellow, 58;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;58;U;199,8519;333,42
410;16;FR-T67U-44;LL Touring Frame - Blue, 44;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;44;U;199,8519;333,42
411;12;FR-M63S-40;ML Mountain Frame-W - Silver, 40;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;40;W;199,3757;364,09
412;12;FR-M63S-42;ML Mountain Frame-W - Silver, 42;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;42;W;199,3757;364,09
413;12;FR-M63S-46;ML Mountain Frame-W - Silver, 46;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;46;W;199,3757;364,09
414;6;RB-9231;Rear Brakes;Rear Brakes;0;Silver;0;0;47,286;106,5
415;15;SE-M236;LL Mountain Seat/Saddle;LL Mountain Seat/Saddle 2;Synthetic leather. Features gel for increased comfort.;NA;0;0;12,0413;27,12
416;15;SE-M798;ML Mountain Seat/Saddle;ML Mountain Seat/Saddle 2;Designed to absorb shock.;NA;0;0;17,3782;39,14
417;15;SE-M940;HL Mountain Seat/Saddle;HL Mountain Seat/Saddle 2;Anatomic design for a full-day of riding in comfort. Durable leather.;NA;0;0;23,3722;52,64
418;15;SE-R581;LL Road Seat/Saddle;LL Road Seat/Saddle 1;Lightweight foam-padded saddle.;NA;0;0;12,0413;27,12
419;15;SE-R908;ML Road Seat/Saddle;ML Road Seat/Saddle 2;Rubber bumpers absorb bumps.;NA;0;0;17,3782;39,14
420;15;SE-R995;HL Road Seat/Saddle;HL Road Seat/Saddle 2;Lightweight kevlar racing saddle. Leather.;NA;0;0;23,3722;52,64
421;15;SE-T312;LL Touring Seat/Saddle;LL Touring Seat/Saddle;Comfortable, ergonomically shaped gel saddle.;NA;0;0;12,0413;27,12
422;15;SE-T762;ML Touring Seat/Saddle;ML Touring Seat/Saddle;New design relieves pressure for long rides.;NA;0;0;17,3782;39,14
423;15;SE-T924;HL Touring Seat/Saddle;HL Touring Seat/Saddle;Cut-out shell for a more comfortable ride.;NA;0;0;23,3722;52,64
424;12;FR-M21S-42;LL Mountain Frame - Silver, 42;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;42;U;144,5938;264,05
425;12;FR-M21S-44;LL Mountain Frame - Silver, 44;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;44;U;144,5938;264,05
426;12;FR-M21S-48;LL Mountain Frame - Silver, 48;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;48;U;144,5938;264,05
427;12;FR-M21S-52;LL Mountain Frame - Silver, 52;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;52;U;144,5938;264,05
428;37;TT-M928;Mountain Tire Tube;Mountain Tire Tube;Self-sealing tube.;NA;0;0;1,8663;4,99
429;37;TT-R982;Road Tire Tube;Road Tire Tube;Conventional all-purpose tube.;NA;0;0;1,4923;3,99
430;37;TT-T092;Touring Tire Tube;Touring Tire Tube;General purpose tube.;NA;0;0;1,8663;4,99
431;12;FR-M21B-42;LL Mountain Frame - Black, 42;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;42;U;136,785;249,79
432;12;FR-M21B-44;LL Mountain Frame - Black, 44;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;44;U;136,785;249,79
433;12;FR-M21B-48;LL Mountain Frame - Black, 48;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;48;U;136,785;249,79
434;12;FR-M21B-52;LL Mountain Frame - Black, 52;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;52;U;136,785;249,79
435;37;TI-M267;LL Mountain Tire;LL Mountain Tire;Comparible traction, less expensive wire bead casing.;NA;0;0;9,3463;24,99
436;37;TI-M602;ML Mountain Tire;ML Mountain Tire;Great traction, high-density rubber.;NA;0;0;11,2163;29,99
437;37;TI-M823;HL Mountain Tire;HL Mountain Tire;Incredible traction, lightweight carbon reinforced.;NA;0;0;13,09;35
438;37;TI-R092;LL Road Tire;LL Road Tire;Same great treads as more expensive tire with a less expensive wire bead casing.;NA;0;0;8,0373;21,49
439;37;TI-R628;ML Road Tire;ML Road Tire;Higher density rubber.;NA;0;0;9,3463;24,99
440;37;TI-R982;HL Road Tire;HL Road Tire;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;NA;0;0;12,1924;32,6
441;37;TI-T723;Touring Tire;Touring Tire;High-density rubber.;NA;0;0;10,8423;28,99
442;13;PD-M282;LL Mountain Pedal;LL Mountain Pedal;"Expanded platform so you can ride in any shoes; great for all-around riding.";Silver/Black;0;0;17,9776;40,49
443;13;PD-M340;ML Mountain Pedal;ML Mountain Pedal;Lightweight, durable, clipless pedal with adjustable tension.;Silver/Black;0;0;27,568;62,09
444;13;PD-M562;HL Mountain Pedal;HL Mountain Pedal;"Stainless steel; designed to shed mud easily.";Silver/Black;0;0;35,9596;80,99
445;13;PD-R347;LL Road Pedal;LL Road Pedal;Clipless pedals - aluminum.;Silver/Black;0;0;17,9776;40,49
446;13;PD-R563;ML Road Pedal;ML Road Pedal;Lightweight aluminum alloy construction.;Silver/Black;0;0;27,568;62,09
447;13;PD-R853;HL Road Pedal;HL Road Pedal;Top-of-the-line clipless pedals with adjustable tension.;Silver/Black;0;0;35,9596;80,99
448;13;PD-T852;Touring Pedal;Touring Pedal;A stable pedal for all-day riding.;Silver/Black;0;0;35,9596;80,99
449;12;FR-M63S-38;ML Mountain Frame-W - Silver, 38;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;38;W;199,3757;364,09
450;12;FR-M21B-40;LL Mountain Frame - Black, 40;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;40;U;136,785;249,79
451;12;FR-M21S-40;LL Mountain Frame - Silver, 40;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;40;U;144,5938;264,05
452;9;FD-2342;Front Derailleur;Front Derailleur;Wide-link design.;Silver;0;0;40,6216;91,49
453;4;HB-T721;LL Touring Handlebars;LL Touring Handlebars;Unique shape reduces fatigue for entry level riders.;NA;0;0;20,464;46,09
454;4;HB-T928;HL Touring Handlebars;HL Touring Handlebars;A light yet stiff aluminum bar for long distance riding.;NA;0;0;40,6571;91,57
455;6;FB-9873;Front Brakes;Front Brakes;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";Silver;0;0;47,286;106,5
456;8;CS-4759;LL Crankset;LL Crankset;Super rigid spindle.;Black;0;0;77,9176;175,49
457;8;CS-6583;ML Crankset;ML Crankset;High-strength crank arm.;Black;0;0;113,8816;256,49
458;8;CS-9183;HL Crankset;HL Crankset;"Triple crankset; alumunim crank arm; flawless shifting.";Black;0;0;179,8156;404,99
459;7;CH-0234;Chain;Chain;Superior shifting performance.;Silver;0;0;8,9866;20,24
460;3;BK-T44U-60;Touring-2000 Blue, 60;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;60;U;755,1508;1214,85
461;3;BK-T79Y-46;Touring-1000 Yellow, 46;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;46;U;1481,9379;2384,07
462;3;BK-T79Y-50;Touring-1000 Yellow, 50;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;50;U;1481,9379;2384,07
463;3;BK-T79Y-54;Touring-1000 Yellow, 54;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;54;U;1481,9379;2384,07
464;3;BK-T79Y-60;Touring-1000 Yellow, 60;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;60;U;1481,9379;2384,07
465;3;BK-T18U-54;Touring-3000 Blue, 54;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;54;U;461,4448;742,35
466;3;BK-T18U-58;Touring-3000 Blue, 58;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;58;U;461,4448;742,35
467;3;BK-T18U-62;Touring-3000 Blue, 62;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;62;U;461,4448;742,35
468;3;BK-T18Y-44;Touring-3000 Yellow, 44;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;44;U;461,4448;742,35
469;3;BK-T18Y-50;Touring-3000 Yellow, 50;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;50;U;461,4448;742,35
470;3;BK-T18Y-54;Touring-3000 Yellow, 54;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;54;U;461,4448;742,35
471;3;BK-T18Y-58;Touring-3000 Yellow, 58;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;58;U;461,4448;742,35
472;3;BK-T18Y-62;Touring-3000 Yellow, 62;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;62;U;461,4448;742,35
473;3;BK-T79U-46;Touring-1000 Blue, 46;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;46;U;1481,9379;2384,07
474;3;BK-T79U-50;Touring-1000 Blue, 50;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;50;U;1481,9379;2384,07
475;3;BK-T79U-54;Touring-1000 Blue, 54;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;54;U;1481,9379;2384,07
476;3;BK-T79U-60;Touring-1000 Blue, 60;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;60;U;1481,9379;2384,07
477;3;BK-T44U-46;Touring-2000 Blue, 46;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;46;U;755,1508;1214,85
478;3;BK-T44U-50;Touring-2000 Blue, 50;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;50;U;755,1508;1214,85
479;3;BK-T44U-54;Touring-2000 Blue, 54;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;54;U;755,1508;1214,85
480;2;BK-R79Y-40;Road-350-W Yellow, 40;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;40;W;1082,51;1700,99
481;2;BK-R79Y-42;Road-350-W Yellow, 42;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;42;W;1082,51;1700,99
482;2;BK-R79Y-44;Road-350-W Yellow, 44;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;44;W;1082,51;1700,99
483;2;BK-R79Y-48;Road-350-W Yellow, 48;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;48;W;1082,51;1700,99
484;2;BK-R19B-58;Road-750 Black, 58;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;58;U;343,6496;539,99
485;3;BK-T18U-44;Touring-3000 Blue, 44;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;44;U;461,4448;742,35
486;3;BK-T18U-50;Touring-3000 Blue, 50;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;50;U;461,4448;742,35
487;1;BK-M38S-38;Mountain-400-W Silver, 38;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;38;W;419,7784;769,49
488;1;BK-M38S-40;Mountain-400-W Silver, 40;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;40;W;419,7784;769,49
489;1;BK-M38S-42;Mountain-400-W Silver, 42;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;42;W;419,7784;769,49
490;1;BK-M38S-46;Mountain-400-W Silver, 46;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;46;W;419,7784;769,49
491;1;BK-M18S-40;Mountain-500 Silver, 40;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;40;U;308,2179;564,99
492;1;BK-M18S-42;Mountain-500 Silver, 42;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;42;U;308,2179;564,99
493;1;BK-M18S-44;Mountain-500 Silver, 44;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;44;U;308,2179;564,99
494;1;BK-M18S-48;Mountain-500 Silver, 48;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;48;U;308,2179;564,99
495;1;BK-M18S-52;Mountain-500 Silver, 52;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;52;U;308,2179;564,99
496;1;BK-M18B-40;Mountain-500 Black, 40;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;40;U;294,5797;539,99
497;1;BK-M18B-42;Mountain-500 Black, 42;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;42;U;294,5797;539,99
498;1;BK-M18B-44;Mountain-500 Black, 44;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;44;U;294,5797;539,99
499;1;BK-M18B-48;Mountain-500 Black, 48;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;48;U;294,5797;539,99
500;1;BK-M18B-52;Mountain-500 Black, 52;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;52;U;294,5797;539,99
501;5;BB-7421;LL Bottom Bracket;LL Bottom Bracket;Chromoly steel.;NA;0;0;23,9716;53,99
502;5;BB-8107;ML Bottom Bracket;ML Bottom Bracket;"Aluminum alloy cups; large diameter spindle.";NA;0;0;44,9506;101,24
503;5;BB-9108;HL Bottom Bracket;HL Bottom Bracket;Aluminum alloy cups and a hollow axle.;NA;0;0;53,9416;121,49
504;2;BK-R19B-44;Road-750 Black, 44;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;44;U;343,6496;539,99
505;2;BK-R19B-48;Road-750 Black, 48;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;48;U;343,6496;539,99
506;2;BK-R19B-52;Road-750 Black, 52;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Black;52;U;343,6496;539,99
